Benchmark,Algorithm,Mean,Std,Best,Worst,Median
CEC22_F10,NWOA,2.447134e+03,6.120387e+02,4.629877e+02,3.219049e+03,2.661939e+03
CEC22_F10,NWOA-NM,1.536674e+03,8.753113e+02,-2.894422e+02,2.724834e+03,1.207028e+03
CEC22_F10,NWOA-HC,1.175977e+03,9.511475e+02,-1.700402e+02,2.732640e+03,8.463730e+02
CEC22_F10,NWOA-PS,1.172879e+03,7.494944e+02,-5.378259e+02,2.422823e+03,1.213862e+03
CEC22_F10,NWOA-SA,1.380060e+03,7.574449e+02,-4.196183e+02,2.718986e+03,1.239098e+03
