Benchmark,Algorithm,Mean,Std,Best,Worst,Median
CEC22_F10,NWOA,3.227388e+03,8.193500e+02,1.029610e+03,4.543288e+03,3.322126e+03
CEC22_F10,NWOA-NM,1.095963e+02,1.139228e+03,-2.054603e+03,2.749788e+03,7.059747e+01
CEC22_F10,NWOA-HC,3.526961e+02,8.948777e+02,-1.123328e+03,2.737610e+03,1.838659e+02
CEC22_F10,NWOA-PS,7.911782e+02,6.834121e+02,-3.005522e+02,2.720022e+03,7.628461e+02
CEC22_F10,NWOA-SA,1.133893e+03,6.939765e+02,-5.991484e+02,2.477962e+03,1.283236e+03
