Function,Algorithm,Iteration,Diversity
CEC22_F1,NWOA-HC,124,42.41191846038413
CEC22_F1,NWOA-HC,125,42.00096609130652
CEC22_F1,NWOA-HC,126,41.747168981754
CEC22_F1,NWOA-HC,127,41.75251629049222
CEC22_F1,NWOA-HC,128,41.79558015927154
CEC22_F1,NWOA-HC,129,41.63879401369873
CEC22_F1,NWOA-HC,130,41.56766173913155
CEC22_F1,NWOA-HC,131,41.08116221214944
CEC22_F1,NWOA-HC,132,40.797779276103185
CEC22_F1,NWOA-HC,133,40.45092666443983
CEC22_F1,NWOA-HC,134,40.10346715049793
CEC22_F1,NWOA-HC,135,39.62398133210734
CEC22_F1,NWOA-HC,136,39.3657161580487
CEC22_F1,NWOA-HC,137,39.134315479982085
CEC22_F1,NWOA-HC,138,38.97064686046447
CEC22_F1,NWOA-HC,139,38.84540299290795
CEC22_F1,NWOA-HC,140,38.803400034550044
CEC22_F1,NWOA-HC,141,38.500883950709586
CEC22_F1,NWOA-HC,142,38.30651377671944
CEC22_F1,NWOA-HC,143,38.25598085895224
CEC22_F1,NWOA-HC,144,38.26129504180675
CEC22_F1,NWOA-HC,145,37.787165179580526
CEC22_F1,NWOA-HC,146,37.62092128964359
CEC22_F1,NWOA-HC,147,37.37063160255936
CEC22_F1,NWOA-HC,148,37.227810250457296
CEC22_F1,NWOA-HC,149,37.13959751603798
CEC22_F1,NWOA-HC,150,37.049185676495526
CEC22_F1,NWOA-PS,0,363.9271368001831
CEC22_F1,NWOA-PS,1,321.6282505566097
CEC22_F1,NWOA-PS,2,277.1221410181812
CEC22_F1,NWOA-PS,3,235.6682644511514
CEC22_F1,NWOA-PS,4,218.6887428841589
CEC22_F1,NWOA-PS,5,198.14483903781678
CEC22_F1,NWOA-PS,6,190.6198701413924
CEC22_F1,NWOA-PS,7,180.16920801953256
CEC22_F1,NWOA-PS,8,169.91290327799013
CEC22_F1,NWOA-PS,9,156.06413750062836
CEC22_F1,NWOA-PS,10,150.47103742224212
CEC22_F1,NWOA-PS,11,139.60982757305413
CEC22_F1,NWOA-PS,12,125.02028200487439
CEC22_F1,NWOA-PS,13,117.0125765827438
CEC22_F1,NWOA-PS,14,110.85312528690774
CEC22_F1,NWOA-PS,15,104.47973445620384
CEC22_F1,NWOA-PS,16,102.69410499703682
CEC22_F1,NWOA-PS,17,100.19713914374867
CEC22_F1,NWOA-PS,18,100.76425151683121
CEC22_F1,NWOA-PS,19,91.44648939619283
CEC22_F1,NWOA-PS,20,89.49265111406396
CEC22_F1,NWOA-PS,21,86.92042039206272
CEC22_F1,NWOA-PS,22,82.49297859745903
CEC22_F1,NWOA-PS,23,82.37059564455701
CEC22_F1,NWOA-PS,24,81.54737454534632
CEC22_F1,NWOA-PS,25,82.6501187681662
CEC22_F1,NWOA-PS,26,81.49578685635774
CEC22_F1,NWOA-PS,27,79.15597646478082
CEC22_F1,NWOA-PS,28,78.01400751944483
CEC22_F1,NWOA-PS,29,76.08829620884526
CEC22_F1,NWOA-PS,30,77.87338536052849
CEC22_F1,NWOA-PS,31,78.44174327153635
CEC22_F1,NWOA-PS,32,76.32875950369953
CEC22_F1,NWOA-PS,33,75.68476239902438
CEC22_F1,NWOA-PS,34,73.22346350236869
CEC22_F1,NWOA-PS,35,71.57314449514278
CEC22_F1,NWOA-PS,36,70.09877933334079
CEC22_F1,NWOA-PS,37,68.80518711328389
CEC22_F1,NWOA-PS,38,68.04270017637346
CEC22_F1,NWOA-PS,39,67.81296751496711
CEC22_F1,NWOA-PS,40,68.7906300646252
CEC22_F1,NWOA-PS,41,67.33363355749017
CEC22_F1,NWOA-PS,42,66.68567801663701
CEC22_F1,NWOA-PS,43,64.08977056199005
CEC22_F1,NWOA-PS,44,64.22628918153029
CEC22_F1,NWOA-PS,45,63.10269687446496
CEC22_F1,NWOA-PS,46,60.665320588341636
CEC22_F1,NWOA-PS,47,60.340009853125665
CEC22_F1,NWOA-PS,48,60.35540736282229
CEC22_F1,NWOA-PS,49,60.34347369599059
CEC22_F1,NWOA-PS,50,59.67640959365614
CEC22_F1,NWOA-PS,51,57.81132934633454
CEC22_F1,NWOA-PS,52,58.54021228397306
CEC22_F1,NWOA-PS,53,58.22541336408
CEC22_F1,NWOA-PS,54,58.31198909682045
CEC22_F1,NWOA-PS,55,57.83720295579424
CEC22_F1,NWOA-PS,56,57.77318559254301
CEC22_F1,NWOA-PS,57,56.259548455811114
CEC22_F1,NWOA-PS,58,56.252604225279335
CEC22_F1,NWOA-PS,59,55.178777245889115
CEC22_F1,NWOA-PS,60,54.621695186865495
CEC22_F1,NWOA-PS,61,54.12395539203571
CEC22_F1,NWOA-PS,62,53.99470074171027
CEC22_F1,NWOA-PS,63,54.792863650602115
CEC22_F1,NWOA-PS,64,54.54064094930154
CEC22_F1,NWOA-PS,65,54.321979573669594
CEC22_F1,NWOA-PS,66,53.870763973862395
CEC22_F1,NWOA-PS,67,54.28329164207785
CEC22_F1,NWOA-PS,68,53.329563984543086
CEC22_F1,NWOA-PS,69,52.981095952745456
CEC22_F1,NWOA-PS,70,53.199663781957405
CEC22_F1,NWOA-PS,71,52.252688851911785
CEC22_F1,NWOA-PS,72,52.165809480057916
CEC22_F1,NWOA-PS,73,52.077110038788625
CEC22_F1,NWOA-PS,74,51.77028950195447
CEC22_F1,NWOA-PS,75,51.549622834107446
CEC22_F1,NWOA-PS,76,51.5798875762297
CEC22_F1,NWOA-PS,77,51.41360105450531
CEC22_F1,NWOA-PS,78,51.36338839168326
CEC22_F1,NWOA-PS,79,51.470314354020374
CEC22_F1,NWOA-PS,80,51.4495146946771
CEC22_F1,NWOA-PS,81,51.61027093187988
CEC22_F1,NWOA-PS,82,51.58771577959125
CEC22_F1,NWOA-PS,83,51.650413696686144
CEC22_F1,NWOA-PS,84,51.25419921060044
CEC22_F1,NWOA-PS,85,51.40413183134463
CEC22_F1,NWOA-PS,86,51.36004471653075
CEC22_F1,NWOA-PS,87,50.23911780403885
