Function,Algorithm,Iteration,ExplorationRatio
CEC22_F1,NWOA-HC,17,0.6533333333333333
CEC22_F1,NWOA-HC,18,0.3266666666666667
CEC22_F1,NWOA-HC,19,0.8333333333333333
CEC22_F1,NWOA-HC,20,0.02
CEC22_F1,NWOA-HC,21,0.21333333333333332
CEC22_F1,NWOA-HC,22,0.07999999999999999
CEC22_F1,NWOA-HC,23,0.24
CEC22_F1,NWOA-HC,24,0.36
CEC22_F1,NWOA-HC,25,0.29333333333333333
CEC22_F1,NWOA-HC,26,0.15333333333333332
CEC22_F1,NWOA-HC,27,0.006666666666666666
CEC22_F1,NWOA-HC,28,0.12
CEC22_F1,NWOA-HC,29,0.9466666666666667
CEC22_F1,NWOA-HC,30,0.013333333333333332
CEC22_F1,NWOA-HC,31,0.02
CEC22_F1,NWOA-HC,32,0.17333333333333334
CEC22_F1,NWOA-HC,33,0.04
CEC22_F1,NWOA-HC,34,0.2733333333333333
CEC22_F1,NWOA-HC,35,0.18666666666666668
CEC22_F1,NWOA-HC,36,0.16
CEC22_F1,NWOA-HC,37,0.3533333333333334
CEC22_F1,NWOA-HC,38,0.09333333333333334
CEC22_F1,NWOA-HC,39,0.8333333333333334
CEC22_F1,NWOA-HC,40,0.14666666666666667
CEC22_F1,NWOA-HC,41,0.006666666666666666
CEC22_F1,NWOA-HC,42,0.006666666666666666
CEC22_F1,NWOA-HC,43,0.006666666666666666
CEC22_F1,NWOA-HC,44,0.14666666666666667
CEC22_F1,NWOA-HC,45,0.08666666666666667
CEC22_F1,NWOA-HC,46,0.006666666666666666
CEC22_F1,NWOA-HC,47,0.14666666666666667
CEC22_F1,NWOA-HC,48,0.06
CEC22_F1,NWOA-HC,49,0.76
CEC22_F1,NWOA-HC,50,0.006666666666666666
CEC22_F1,NWOA-HC,51,0.02
CEC22_F1,NWOA-HC,52,0.06
CEC22_F1,NWOA-HC,53,0.006666666666666666
CEC22_F1,NWOA-HC,54,0.013333333333333332
CEC22_F1,NWOA-HC,55,0.32
CEC22_F1,NWOA-HC,56,0.013333333333333332
CEC22_F1,NWOA-HC,57,0.2533333333333333
CEC22_F1,NWOA-HC,58,0.13333333333333333
CEC22_F1,NWOA-HC,59,0.8333333333333333
CEC22_F1,NWOA-HC,60,0.026666666666666665
CEC22_F1,NWOA-HC,61,0.0
CEC22_F1,NWOA-HC,62,0.013333333333333332
CEC22_F1,NWOA-HC,63,0.02
CEC22_F1,NWOA-HC,64,0.006666666666666666
CEC22_F1,NWOA-HC,65,0.0
CEC22_F1,NWOA-HC,66,0.0
CEC22_F1,NWOA-HC,67,0.006666666666666666
CEC22_F1,NWOA-HC,68,0.0
CEC22_F1,NWOA-HC,69,0.8866666666666667
CEC22_F1,NWOA-HC,70,0.02
CEC22_F1,NWOA-HC,71,0.013333333333333332
CEC22_F1,NWOA-HC,72,0.12666666666666665
CEC22_F1,NWOA-HC,73,0.0
CEC22_F1,NWOA-HC,74,0.0
CEC22_F1,NWOA-HC,75,0.006666666666666666
CEC22_F1,NWOA-HC,76,0.006666666666666666
CEC22_F1,NWOA-HC,77,0.013333333333333332
CEC22_F1,NWOA-HC,78,0.02
CEC22_F1,NWOA-HC,79,0.74
CEC22_F1,NWOA-HC,80,0.0
CEC22_F1,NWOA-HC,81,0.02
CEC22_F1,NWOA-HC,82,0.17333333333333334
CEC22_F1,NWOA-HC,83,0.02
CEC22_F1,NWOA-HC,84,0.09333333333333334
CEC22_F1,NWOA-HC,85,0.17333333333333334
CEC22_F1,NWOA-HC,86,0.006666666666666666
CEC22_F1,NWOA-HC,87,0.0
CEC22_F1,NWOA-HC,88,0.18666666666666668
CEC22_F1,NWOA-HC,89,0.7133333333333334
CEC22_F1,NWOA-HC,90,0.006666666666666666
CEC22_F1,NWOA-HC,91,0.02
CEC22_F1,NWOA-HC,92,0.0
CEC22_F1,NWOA-HC,93,0.006666666666666666
CEC22_F1,NWOA-HC,94,0.006666666666666666
CEC22_F1,NWOA-HC,95,0.0
CEC22_F1,NWOA-HC,96,0.006666666666666666
CEC22_F1,NWOA-HC,97,0.006666666666666666
CEC22_F1,NWOA-HC,98,0.006666666666666666
CEC22_F1,NWOA-HC,99,0.7533333333333333
CEC22_F1,NWOA-HC,100,0.006666666666666666
CEC22_F1,NWOA-HC,101,0.0
CEC22_F1,NWOA-HC,102,0.07333333333333333
CEC22_F1,NWOA-HC,103,0.013333333333333332
CEC22_F1,NWOA-HC,104,0.0
CEC22_F1,NWOA-HC,105,0.006666666666666666
CEC22_F1,NWOA-HC,106,0.0
CEC22_F1,NWOA-HC,107,0.0
CEC22_F1,NWOA-HC,108,0.02
CEC22_F1,NWOA-HC,109,0.5733333333333334
CEC22_F1,NWOA-HC,110,0.013333333333333332
CEC22_F1,NWOA-HC,111,0.0
CEC22_F1,NWOA-HC,112,0.013333333333333332
CEC22_F1,NWOA-HC,113,0.006666666666666666
CEC22_F1,NWOA-HC,114,0.006666666666666666
CEC22_F1,NWOA-HC,115,0.013333333333333332
CEC22_F1,NWOA-HC,116,0.006666666666666666
CEC22_F1,NWOA-HC,117,0.04
CEC22_F1,NWOA-HC,118,0.0
CEC22_F1,NWOA-HC,119,0.6266666666666667
CEC22_F1,NWOA-HC,120,0.0
CEC22_F1,NWOA-HC,121,0.006666666666666666
CEC22_F1,NWOA-HC,122,0.006666666666666666
CEC22_F1,NWOA-HC,123,0.0
CEC22_F1,NWOA-HC,124,0.0
CEC22_F1,NWOA-HC,125,0.006666666666666666
CEC22_F1,NWOA-HC,126,0.0
CEC22_F1,NWOA-HC,127,0.006666666666666666
CEC22_F1,NWOA-HC,128,0.0
CEC22_F1,NWOA-HC,129,0.7733333333333332
CEC22_F1,NWOA-HC,130,0.0
CEC22_F1,NWOA-HC,131,0.0
CEC22_F1,NWOA-HC,132,0.006666666666666666
CEC22_F1,NWOA-HC,133,0.0
CEC22_F1,NWOA-HC,134,0.0
CEC22_F1,NWOA-HC,135,0.039999999999999994
CEC22_F1,NWOA-HC,136,0.006666666666666666
CEC22_F1,NWOA-HC,137,0.0
CEC22_F1,NWOA-HC,138,0.006666666666666666
CEC22_F1,NWOA-HC,139,0.6266666666666667
CEC22_F1,NWOA-HC,140,0.0
CEC22_F1,NWOA-HC,141,0.0
CEC22_F1,NWOA-HC,142,0.0
CEC22_F1,NWOA-HC,143,0.0
CEC22_F1,NWOA-HC,144,0.0
CEC22_F1,NWOA-HC,145,0.006666666666666666
CEC22_F1,NWOA-HC,146,0.0
CEC22_F1,NWOA-HC,147,0.0
CEC22_F1,NWOA-HC,148,0.0
CEC22_F1,NWOA-HC,149,0.5466666666666666
CEC22_F1,NWOA-PS,0,0.09333333333333334
CEC22_F1,NWOA-PS,1,0.2866666666666666
CEC22_F1,NWOA-PS,2,0.2866666666666666
CEC22_F1,NWOA-PS,3,0.25333333333333335
CEC22_F1,NWOA-PS,4,0.3
CEC22_F1,NWOA-PS,5,0.2533333333333333
CEC22_F1,NWOA-PS,6,0.4066666666666666
CEC22_F1,NWOA-PS,7,0.3
CEC22_F1,NWOA-PS,8,0.48666666666666664
CEC22_F1,NWOA-PS,9,0.8
CEC22_F1,NWOA-PS,10,0.35333333333333333
CEC22_F1,NWOA-PS,11,0.08
CEC22_F1,NWOA-PS,12,0.30666666666666664
CEC22_F1,NWOA-PS,13,0.32666666666666666
CEC22_F1,NWOA-PS,14,0.21333333333333332
CEC22_F1,NWOA-PS,15,0.04
CEC22_F1,NWOA-PS,16,0.2866666666666667
CEC22_F1,NWOA-PS,17,0.6599999999999999
CEC22_F1,NWOA-PS,18,0.039999999999999994
CEC22_F1,NWOA-PS,19,0.8200000000000001
CEC22_F1,NWOA-PS,20,0.2866666666666667
CEC22_F1,NWOA-PS,21,0.2066666666666667
CEC22_F1,NWOA-PS,22,0.19333333333333333
CEC22_F1,NWOA-PS,23,0.16666666666666666
CEC22_F1,NWOA-PS,24,0.3666666666666667
CEC22_F1,NWOA-PS,25,0.2
CEC22_F1,NWOA-PS,26,0.14666666666666667
CEC22_F1,NWOA-PS,27,0.2866666666666667
CEC22_F1,NWOA-PS,28,0.3333333333333333
CEC22_F1,NWOA-PS,29,0.8933333333333333
CEC22_F1,NWOA-PS,30,0.15333333333333332
CEC22_F1,NWOA-PS,31,0.006666666666666666
CEC22_F1,NWOA-PS,32,0.21333333333333337
CEC22_F1,NWOA-PS,33,0.13333333333333333
CEC22_F1,NWOA-PS,34,0.3666666666666667
CEC22_F1,NWOA-PS,35,0.17333333333333334
CEC22_F1,NWOA-PS,36,0.006666666666666666
CEC22_F1,NWOA-PS,37,0.1933333333333333
CEC22_F1,NWOA-PS,38,0.006666666666666666
CEC22_F1,NWOA-PS,39,0.8
CEC22_F1,NWOA-PS,40,0.19333333333333333
CEC22_F1,NWOA-PS,41,0.026666666666666665
CEC22_F1,NWOA-PS,42,0.4333333333333334
CEC22_F1,NWOA-PS,43,0.18666666666666665
CEC22_F1,NWOA-PS,44,0.22000000000000003
CEC22_F1,NWOA-PS,45,0.03333333333333333
CEC22_F1,NWOA-PS,46,0.026666666666666665
CEC22_F1,NWOA-PS,47,0.2733333333333333
CEC22_F1,NWOA-PS,48,0.02
CEC22_F1,NWOA-PS,49,0.56
CEC22_F1,NWOA-PS,50,0.16666666666666669
CEC22_F1,NWOA-PS,51,0.07333333333333333
CEC22_F1,NWOA-PS,52,0.2866666666666667
CEC22_F1,NWOA-PS,53,0.026666666666666665
CEC22_F1,NWOA-PS,54,0.0
CEC22_F1,NWOA-PS,55,0.10666666666666666
CEC22_F1,NWOA-PS,56,0.3066666666666667
CEC22_F1,NWOA-PS,57,0.3333333333333333
CEC22_F1,NWOA-PS,58,0.15333333333333335
CEC22_F1,NWOA-PS,59,0.4133333333333333
CEC22_F1,NWOA-PS,60,0.006666666666666666
CEC22_F1,NWOA-PS,61,0.19333333333333333
CEC22_F1,NWOA-PS,62,0.2
CEC22_F1,NWOA-PS,63,0.0
CEC22_F1,NWOA-PS,64,0.013333333333333332
CEC22_F1,NWOA-PS,65,0.006666666666666666
CEC22_F1,NWOA-PS,66,0.18
CEC22_F1,NWOA-PS,67,0.2
CEC22_F1,NWOA-PS,68,0.013333333333333332
CEC22_F1,NWOA-PS,69,0.47333333333333344
CEC22_F1,NWOA-PS,70,0.15333333333333335
CEC22_F1,NWOA-PS,71,0.013333333333333332
CEC22_F1,NWOA-PS,72,0.006666666666666666
CEC22_F1,NWOA-PS,73,0.013333333333333332
CEC22_F1,NWOA-PS,74,0.02
CEC22_F1,NWOA-PS,75,0.006666666666666666
CEC22_F1,NWOA-PS,76,0.0
CEC22_F1,NWOA-PS,77,0.06666666666666667
CEC22_F1,NWOA-PS,78,0.18
CEC22_F1,NWOA-PS,79,0.36
CEC22_F1,NWOA-PS,80,0.006666666666666666
CEC22_F1,NWOA-PS,81,0.03333333333333334
CEC22_F1,NWOA-PS,82,0.38
CEC22_F1,NWOA-PS,83,0.026666666666666665
CEC22_F1,NWOA-PS,84,0.03333333333333334
CEC22_F1,NWOA-PS,85,0.18666666666666668
CEC22_F1,NWOA-PS,86,0.013333333333333332
CEC22_F1,NWOA-PS,87,0.02
CEC22_F1,NWOA-PS,88,0.1733333333333333
CEC22_F1,NWOA-PS,89,0.08666666666666667
CEC22_F1,NWOA-PS,90,0.11333333333333333
CEC22_F1,NWOA-PS,91,0.03333333333333334
CEC22_F1,NWOA-PS,92,0.08666666666666666
CEC22_F1,NWOA-PS,93,0.013333333333333332
CEC22_F1,NWOA-PS,94,0.18666666666666668
CEC22_F1,NWOA-PS,95,0.39333333333333337
CEC22_F1,NWOA-PS,96,0.2866666666666667
CEC22_F1,NWOA-PS,97,0.006666666666666666
CEC22_F1,NWOA-PS,98,0.02
CEC22_F1,NWOA-PS,99,0.68
CEC22_F1,NWOA-PS,100,0.07333333333333333
CEC22_F1,NWOA-PS,101,0.02
CEC22_F1,NWOA-PS,102,0.13999999999999999
CEC22_F1,NWOA-PS,103,0.06
CEC22_F1,NWOA-PS,104,0.1
CEC22_F1,NWOA-PS,105,0.08666666666666667
CEC22_F1,NWOA-PS,106,0.14666666666666667
CEC22_F1,NWOA-PS,107,0.013333333333333332
CEC22_F1,NWOA-PS,108,0.006666666666666666
CEC22_F1,NWOA-PS,109,0.48
CEC22_F1,NWOA-PS,110,0.0
CEC22_F1,NWOA-PS,111,0.08666666666666667
CEC22_F1,NWOA-PS,112,0.006666666666666666
CEC22_F1,NWOA-PS,113,0.013333333333333332
CEC22_F1,NWOA-PS,114,0.07333333333333333
CEC22_F1,NWOA-PS,115,0.13999999999999999
CEC22_F1,NWOA-PS,116,0.006666666666666666
CEC22_F1,NWOA-PS,117,0.0
CEC22_F1,NWOA-PS,118,0.006666666666666666
