Benchmark,Algorithm,Mean,Std,Best,Worst,Median
CEC22_F9,NWOA,2.811901e+03,1.855666e+02,2.339692e+03,3.245803e+03,2.780848e+03
CEC22_F9,NWOA-NM,2.467983e+03,1.795185e+02,2.300005e+03,2.666555e+03,2.300279e+03
CEC22_F9,NWOA-HC,2.473691e+03,1.867825e+02,2.300006e+03,2.745605e+03,2.300109e+03
CEC22_F9,NWOA-PS,2.531212e+03,1.755651e+02,2.300006e+03,2.745605e+03,2.659101e+03
CEC22_F9,NWOA-SA,2.339254e+03,1.070464e+02,2.300005e+03,2.659735e+03,2.300025e+03
